"No.","Time","Source","Destination","Protocol","Length","Info"
"358","64.062241055","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"359","64.064200997","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"360","64.065215627","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"361","64.066174248","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"362","64.068159910","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"363","64.071117696","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"364","64.074064888","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"365","64.076004482","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"366","64.077971773","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"367","64.078961298","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"368","64.079883578","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"369","64.081851061","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"370","64.085762918","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"371","64.088762316","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"372","64.090743906","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"373","64.090900855","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"374","64.091672736","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"375","64.094639908","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"376","64.097568112","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"377","64.100568067","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"378","64.102445978","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"379","64.102573867","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"380","64.104444013","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"381","64.106391130","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"382","64.109382639","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"383","64.112320433","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"384","64.114254024","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"385","64.115257987","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"386","64.116230103","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"387","64.118198386","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"388","64.121199920","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"389","64.124102050","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"390","64.126104013","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"391","64.127078959","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"392","64.129068571","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"393","64.131018073","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"394","64.133001146","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"395","64.134957209","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"396","64.137135137","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"397","64.139870645","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"398","64.141817197","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"399","64.143775499","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"400","64.144762177","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"401","64.146725098","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"402","64.148626556","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"403","64.151630827","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"404","64.153593812","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"405","64.155473327","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"406","64.157514693","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"407","64.159417466","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"408","64.160420391","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"409","64.162376699","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"410","64.165416183","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"411","64.168278674","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"412","64.170257142","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"413","64.171351306","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"414","64.172207211","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"415","64.174138789","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"416","64.177124506","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"417","64.180044016","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"418","64.182040192","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"419","64.184003015","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"420","64.184925901","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"421","64.185904387","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"422","64.188906378","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"423","64.191793680","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"424","64.194757388","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"425","64.195781007","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"426","64.195884659","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"427","64.197708947","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"428","64.201622067","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"429","64.204718099","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"430","64.206482322","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"431","64.206546595","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"432","64.207495442","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"433","64.210462268","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"434","64.214349447","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"435","64.217319270","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"436","64.218284966","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"437","64.218363684","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"438","64.220188741","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"439","64.223161748","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"440","64.226167674","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"441","64.227987933","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"442","64.229052367","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"443","64.230051529","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"444","64.232981301","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"445","64.235899548","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"446","64.237920117","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"447","64.239879570","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"448","64.240839075","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"449","64.241935451","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"450","64.244750517","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"451","64.248624130","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"452","64.250569015","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"453","64.251606996","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"454","64.251657514","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"455","64.254261621","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"456","64.257222802","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"457","64.260093056","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"458","64.263072774","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"459","64.264046921","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"460","64.264171403","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"461","64.266004195","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"462","64.268945544","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"463","64.271914112","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"464","64.274832204","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"465","64.275805277","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"466","64.275868010","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"467","64.277722466","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"468","64.281715321","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"469","64.284680598","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"470","64.286658729","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"471","64.286741279","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"472","64.287556035","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"473","64.289985144","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"474","64.294485644","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"475","64.297475295","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"476","64.298436019","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"477","64.298561395","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"478","64.300400647","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"479","64.302255670","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"480","64.305368888","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"481","64.309210980","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"482","64.310168637","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"483","64.310251086","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"484","64.312143204","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"485","64.315168977","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"486","64.317972214","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"487","64.319992813","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"488","64.321923820","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"489","64.322931060","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"490","64.324918063","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"491","64.326813971","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"492","64.328768133","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"493","64.331780679","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"494","64.334660314","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"495","64.335654640","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"496","64.336653864","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"497","64.337614315","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"498","64.340577564","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"499","64.344519850","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"500","64.347388043","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"501","64.347537944","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"502","64.347595770","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"503","64.350357468","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"504","64.353307978","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"505","64.356270263","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"506","64.358226899","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"507","64.359205895","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"508","64.361140632","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"509","64.363115077","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"510","64.365055413","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"511","64.367012102","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"512","64.369991115","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"513","64.371978196","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"514","64.372887673","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"515","64.374897513","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"516","64.376807559","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"517","64.379797531","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"518","64.381752148","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"519","64.383695549","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"520","64.384700842","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"521","64.386673028","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"522","64.389081134","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"523","64.392544082","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"524","64.394539045","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"525","64.394678067","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"526","64.396516893","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"527","64.398328421","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"528","64.401445395","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"529","64.404393565","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
"530","64.406182119","EquipTra_0c:29:d4","AvlabTec_00:06:04","0xba56","58","Ethernet II"
